term_id,term_str,n,num,pos_max,stop,p_stem
0,,1033,0,:,0,
1,000001,1,1,CD,0,000001
2,001,1,1,CD,0,001
3,002,1,1,CD,0,002
4,029,1,1,CD,0,029
5,036,1,1,CD,0,036
6,038,1,1,CD,0,038
7,044,1,1,CD,0,044
8,055,1,1,CD,0,055
9,062,1,1,CD,0,062
10,1,48,1,CD,0,1
11,10,58,1,CD,0,10
12,100,10,1,CD,0,100
13,1000,1,1,CD,0,1000
14,10000,2,1,CD,0,10000
15,10s,2,1,CD,0,10
16,11,11,1,CD,0,11
17,110,1,1,CD,0,110
18,110000,1,1,CD,0,110000
19,112,1,1,CD,0,112
20,1130,1,1,CD,0,1130
21,116,1,1,CD,0,116
22,119,1,1,CD,0,119
23,12,25,1,CD,0,12
24,120,1,1,CD,0,120
25,1200,1,1,CD,0,1200
26,125,1,1,CD,0,125
27,126,1,1,CD,0,126
28,1266,1,1,CD,0,1266
29,127,1,1,CD,0,127
30,13,17,1,CD,0,13
31,130,2,1,CD,0,130
32,131994,1,1,CD,0,131994
33,133rd,1,1,CD,0,133rd
34,136,2,1,CD,0,136
35,1364,1,1,CD,0,1364
36,14,3,1,CD,0,14
37,15,23,1,CD,0,15
38,1500,1,1,CD,0,1500
39,150000,2,1,CD,0,150000
40,15s,3,1,CD,0,15
41,16,12,1,CD,0,16
42,16s,3,1,CD,0,16
43,17,6,1,CD,0,17
44,18,9,1,CD,0,18
45,180,2,1,CD,0,180
46,1810,2,1,NNP,0,1810
47,1846,1,1,CD,0,1846
48,19,4,1,CD,0,19
49,1910,3,1,CD,0,1910
50,1914,1,1,CD,0,1914
51,1917,1,1,CD,0,1917
52,1919,4,1,CD,0,1919
53,1958,1,1,CD,0,1958
54,1968,2,1,CD,0,1968
55,1970s,1,1,CD,0,1970
56,1974,2,1,CD,0,1974
57,1983,2,1,CD,0,1983
58,1984,1,1,CD,0,1984
59,1985,1,1,CD,0,1985
60,1987,1,1,CD,0,1987
61,1988,3,1,CD,0,1988
62,1991,1,1,CD,0,1991
63,1992,2,1,CD,0,1992
64,1993,12,1,CD,0,1993
65,1994,154,1,CD,0,1994
66,1995,1,1,CD,0,1995
67,2,14,1,CD,0,2
68,20,15,1,CD,0,20
69,200,1,1,NNS,0,200
70,207,1,1,CD,0,207
71,21,9,1,CD,0,21
72,211,1,1,CD,0,211
73,21st,2,1,JJ,0,21st
74,22,7,1,CD,0,22
75,221,1,1,CD,0,221
76,224,1,1,CD,0,224
77,225,1,1,CD,0,225
78,227,1,1,CD,0,227
79,23,10,1,CD,0,23
80,230,2,1,CD,0,230
81,24,11,1,CD,0,24
82,25,11,1,CD,0,25
83,25000,1,1,CD,0,25000
84,26,9,1,CD,0,26
85,26th,1,1,CD,0,26th
86,27,39,1,CD,0,27
87,28,6,1,CD,0,28
88,29,5,1,CD,0,29
89,3,10,1,CD,0,3
90,30,11,1,CD,0,30
91,31,6,1,CD,0,31
92,317,3,1,CD,0,317
93,31st,6,1,CD,0,31st
94,32,1,1,CD,0,32
95,326,1,1,CD,0,326
96,33,1,1,CD,0,33
97,3371,1,1,CD,0,3371
98,34,3,1,CD,0,34
99,35,1,1,CD,0,35
100,36,1,1,CD,0,36
101,38,1,1,NNP,0,38
102,39,5,1,CD,0,39
103,4,11,1,CD,0,4
104,40,5,1,CD,0,40
105,400,3,1,CD,0,400
106,410,1,1,CD,0,410
107,411,4,1,CD,0,411
108,413,1,1,CD,0,413
109,4213,1,1,CD,0,4213
110,422,2,1,CD,0,422
111,46,1,1,CD,0,46
112,47,4,1,CD,0,47
113,47s,5,1,CD,0,47
114,4954,1,1,CD,0,4954
115,4999,1,1,CD,0,4999
116,5,9,1,CD,0,5
117,50,7,1,CD,0,50
118,500,10,1,CD,0,500
119,5000,2,1,CD,0,5000
120,501,3,1,CD,0,501
121,52,1,1,CD,0,52
122,5345,1,1,CD,0,5345
123,6,12,1,CD,0,6
124,60,1,1,CD,0,60
125,60s,1,1,NNS,0,60
126,612,3,1,CD,0,612
127,63,1,1,CD,0,63
128,630,1,1,CD,0,630
129,65,1,1,CD,0,65
130,66,1,1,CD,0,66
131,68,5,1,NNS,0,68
132,6969,1,1,CD,0,6969
133,7,10,1,CD,0,7
134,70,2,1,CD,0,70
135,70s,3,1,JJ,0,70
136,73,1,1,CD,0,73
137,730,1,1,CD,0,730
138,7438,1,1,CD,0,7438
139,75,1,1,CD,0,75
140,75th,1,1,JJ,0,75th
141,8,9,1,CD,0,8
142,80,1,1,CD,0,80
143,800,3,1,CD,0,800
144,80s,1,1,NNS,0,80
145,82nd,1,1,JJ,0,82nd
146,83,1,1,NN,0,83
147,832,1,1,CD,0,832
148,86,1,1,CD,0,86
149,8756,1,1,CD,0,8756
150,89,2,1,JJ,0,89
151,9,3,1,CD,0,9
152,90,2,1,CD,0,90
153,90many,1,1,CD,0,90mani
154,93,2,1,NN,0,93
155,9674,1,1,CD,0,9674
156,9788,1,1,CD,0,9788
157,9798,1,1,CD,0,9798
158,98,1,1,CD,0,98
159,9999999,1,1,CD,0,9999999
160,a,1893,0,DT,1,a
161,abandon,8,0,VB,0,abandon
162,abandoned,2,0,NNP,0,abandon
163,abandonment,3,0,NN,0,abandon
164,abbreviates,1,0,VBZ,0,abbrevi
165,aberration,2,0,NN,0,aberr
166,ability,2,0,NN,0,abil
167,able,49,0,JJ,0,abl
168,abort,1,0,VBP,0,abort
169,aborted,1,0,JJ,0,abort
170,aborting,1,0,VBG,0,abort
171,abortion,16,0,NN,0,abort
172,abortions,2,0,NNS,0,abort
173,aborts,1,0,VBZ,0,abort
174,about,271,0,IN,1,about
175,above,29,0,IN,1,abov
176,abovementioned,1,0,JJ,0,abovement
177,abroad,2,0,NN,0,abroad
178,abrupt,1,0,JJ,0,abrupt
179,absalón,29,0,NNP,0,absalón
180,absence,1,0,NN,0,absenc
181,absolutely,12,0,RB,0,absolut
182,absorbed,2,0,VBN,0,absorb
183,abstract,2,0,JJ,0,abstract
184,absurd,11,0,JJ,0,absurd
185,absurdity,2,0,NN,0,absurd
186,abundance,1,0,NN,0,abund
187,abundant,1,0,JJ,0,abund
188,abuse,2,0,NN,0,abus
189,abuses,2,0,NNS,0,abus
190,abusive,1,0,JJ,0,abus
191,ac,3,0,NNP,0,ac
192,accelerated,1,0,JJ,0,acceler
193,accept,38,0,VB,0,accept
194,acceptable,1,0,JJ,0,accept
195,acceptance,1,0,NN,0,accept
196,accepted,8,0,VBN,0,accept
197,accepting,3,0,VBG,0,accept
198,accepts,2,0,VBD,0,accept
199,access,3,0,NN,0,access
200,accessible,1,0,JJ,0,access
201,accident,1,0,NN,0,accid
202,accidentally,2,0,RB,0,accident
203,acción,2,0,NNP,0,acción
204,acclamation,1,0,NN,0,acclam
205,accompanied,1,0,VBD,0,accompani
206,accompanies,1,0,NNS,0,accompani
207,accompany,3,0,VB,0,accompani
208,accompanying,1,0,VBG,0,accompani
209,accomplice,1,0,NN,0,accomplic
210,accomplices,6,0,JJ,0,accomplic
211,accomplish,5,0,VB,0,accomplish
212,accomplished,5,0,VBN,0,accomplish
213,accord,19,0,NN,0,accord
214,accordance,2,0,NN,0,accord
215,according,54,0,VBG,0,accord
216,accords,21,0,NNS,0,accord
217,account,22,0,NN,0,account
218,accountable,1,0,NN,0,account
219,accounting,1,0,NN,0,account
220,accounts,1,0,NN,0,account
221,accreditation,1,0,NN,0,accredit
222,accumulate,1,0,VB,0,accumul
223,accumulated,1,0,VBN,0,accumul
224,accumulates,1,0,VBZ,0,accumul
225,accurate,3,0,NN,0,accur
226,accusation,3,0,NN,0,accus
227,accusations,3,0,NNS,0,accus
228,accuse,6,0,VB,0,accus
229,accused,14,0,VBN,0,accus
230,accusing,5,0,VBG,0,accus
231,accustomed,2,0,VBD,0,accustom
232,aceitoso,2,0,NNP,0,aceitoso
233,achieve,18,0,VB,0,achiev
234,achieved,7,0,VBN,0,achiev
235,achieving,1,0,VBG,0,achiev
236,aching,1,0,VBG,0,ach
237,acir,1,0,NNP,0,acir
238,acknowledge,6,0,VB,0,acknowledg
239,acknowledged,1,0,VBN,0,acknowledg
240,acknowledgement,1,0,NN,0,acknowledg
241,acknowledging,2,0,VBG,0,acknowledg
242,acquire,4,0,VB,0,acquir
243,acquired,1,0,VBD,0,acquir
244,acquiring,2,0,VBG,0,acquir
245,across,3,0,IN,0,across
246,act,9,0,NN,0,act
247,acting,5,0,VBG,0,act
248,action,25,0,NN,0,action
249,actions,25,0,NNS,0,action
250,activating,1,0,VBG,0,activ
251,active,2,0,JJ,0,activ
252,activities,4,0,NN,0,activ
253,activity,2,0,NN,0,activ
254,acts,1,0,NNS,0,act
255,actual,4,0,JJ,0,actual
256,actually,11,0,RB,0,actual
257,acute,1,0,JJ,0,acut
258,ad,1,0,JJ,0,ad
259,adapt,1,0,VB,0,adapt
260,adapted,1,0,VBD,0,adapt
261,add,7,0,VB,0,add
262,added,8,0,VBD,0,ad
263,adding,1,0,VBG,0,ad
264,addingor,1,0,NN,0,addingor
265,addition,17,0,NN,0,addit
266,additional,1,0,JJ,0,addit
267,additions,1,0,NNP,0,addit
268,address,19,0,VB,0,address
269,addressed,5,0,VBD,0,address
270,addressee,1,0,NN,0,addresse
271,addressees,7,0,NNS,0,addresse
272,addresses,21,0,VBZ,0,address
273,addressing,4,0,VBG,0,address
274,adds,4,0,VBZ,0,add
275,adequate,2,0,JJ,0,adequ
276,adequately,1,0,RB,0,adequ
277,adhere,2,0,VB,0,adher
278,adherence,1,0,NN,0,adher
279,adjusted,1,0,VBD,0,adjust
280,adjusts,1,0,VBZ,0,adjust
281,administered,3,0,VBN,0,administ
282,administration,3,0,NN,0,administr
283,administrative,4,0,JJ,0,administr
284,admired,1,0,VBN,0,admir
285,admirers,1,0,NNS,0,admir
286,admission,1,0,NN,0,admiss
287,admit,2,0,NN,0,admit
288,admits,2,0,VBZ,0,admit
289,admitted,1,0,VBN,0,admit
290,adobe,1,0,NN,0,adob
291,adolescents,1,0,NNS,0,adolesc
292,adopted,2,0,VBN,0,adopt
293,adoption,1,0,NN,0,adopt
294,adorned,1,0,VBN,0,adorn
295,adresses,1,0,VBZ,0,adress
296,adult,2,0,JJ,0,adult
297,adults,2,0,NNS,0,adult
298,advance,23,0,NN,0,advanc
299,advanced,5,0,JJ,0,advanc
300,advances,5,0,NNS,0,advanc
301,advancing,5,0,VBG,0,advanc
302,advantage,22,0,NN,0,advantag
303,advantages,3,0,NNS,0,advantag
304,adventure,1,0,NN,0,adventur
305,adventurous,1,0,JJ,0,adventur
306,adverse,1,0,JJ,0,advers
307,advice,6,0,NN,0,advic
308,advisable,1,0,JJ,0,advis
309,advise,2,0,VB,0,advis
310,advisor,2,0,NN,0,advisor
311,advisors,8,0,NNS,0,advisor
312,advocate,1,0,NN,0,advoc
313,aerial,1,0,NN,0,aerial
314,afar,1,0,NN,0,afar
315,affair,1,0,NN,0,affair
316,affairs,1,0,NNS,0,affair
317,affect,6,0,VBP,0,affect
318,affected,14,0,VBN,0,affect
319,affecting,1,0,VBG,0,affect
320,affection,1,0,JJ,0,affect
321,affectionate,1,0,NN,0,affection
322,affects,5,0,VBZ,0,affect
323,affiliation,13,0,NN,0,affili
324,affirmed,2,0,VBD,0,affirm
325,affirms,3,0,VBZ,0,affirm
326,afflict,1,0,VBP,0,afflict
327,afflicted,1,0,VBN,0,afflict
328,afflicting,1,0,VBG,0,afflict
329,afford,1,0,VB,0,afford
330,aforementioned,2,0,JJ,0,aforement
331,afp,1,0,NNP,0,afp
332,afraid,2,0,JJ,0,afraid
333,africa,1,0,NNP,0,africa
334,african,1,0,NNP,0,african
335,after,67,0,IN,1,after
336,afternoon,1,0,NN,0,afternoon
337,afternoons,1,0,NN,0,afternoon
338,afterwards,4,0,NNP,0,afterward
339,agachados,1,0,NNP,0,agachado
340,again,95,0,RB,1,again
341,against,127,0,IN,1,against
342,age,10,0,NN,0,age
343,agencies,1,0,NNP,0,agenc
344,agency,1,0,NN,0,agenc
345,agenda,8,0,NN,0,agenda
346,agents,3,0,NNS,0,agent
347,aggression,5,0,NN,0,aggress
348,aggressive,4,0,JJ,0,aggress
349,aggressiveness,1,0,NN,0,aggress
350,aggressor,1,0,NN,0,aggressor
351,agitate,1,0,VB,0,agit
352,agitated,1,0,JJ,0,agit
353,agitation,1,0,NN,0,agit
354,agitators,1,0,NN,0,agit
355,ago,32,0,RB,0,ago
356,agony,2,0,NN,0,agoni
357,agrarian,23,0,JJ,0,agrarian
358,agree,15,0,VBP,0,agre
359,agreed,13,0,VBD,0,agre
360,agreement,49,0,NN,0,agreement
361,agreements,23,0,NNS,0,agreement
362,agrees,4,0,VBZ,0,agre
363,agricultural,24,0,JJ,0,agricultur
364,agriculturallivestock,1,0,NN,0,agriculturallivestock
365,agriculture,1,0,VB,0,agricultur
366,agrolivestock,1,0,NN,0,agrolivestock
367,aguaje,1,0,NNP,0,aguaj
368,aguascalientes,1,0,NNP,0,aguascalient
369,aguilar,6,0,NNP,0,aguilar
370,aguilera,2,0,NNP,0,aguilera
371,ah,3,0,NN,0,ah
372,ahead,4,0,IN,0,ahead
373,ahem,2,0,JJ,0,ahem
374,aid,16,0,NN,0,aid
375,aided,1,0,VBN,0,aid
376,aiding,1,0,VBG,0,aid
377,aids,6,0,NNP,0,aid
378,aim,3,0,NN,0,aim
379,aimed,2,0,VBN,0,aim
380,air,12,0,NN,0,air
381,aircraft,2,0,NN,0,aircraft
382,airplane,6,0,NN,0,airplan
383,airplanes,7,0,NN,0,airplan
384,airs,1,0,NNS,0,air
385,airwaves,1,0,NNS,0,airwav
386,ajusco,1,0,NNP,0,ajusco
387,ak,10,0,NNP,0,ak
388,aks,1,0,NNP,0,ak
389,albeit,1,0,IN,0,albeit
390,alberto,2,0,NNP,0,alberto
391,alchemy,1,0,NN,0,alchemi
392,alcohol,1,0,NN,0,alcohol
393,alcoholic,1,0,JJ,0,alcohol
394,alcoholism,4,0,NN,0,alcohol
395,alejandre,1,0,NNP,0,alejandr
396,alejandro,1,0,NNP,0,alejandro
397,alemán,7,0,NNP,0,alemán
398,alert,6,0,NN,0,alert
399,alerts,1,0,NN,0,alert
400,alfredo,1,0,NNP,0,alfredo
401,alice,1,0,NN,0,alic
402,alienate,1,0,VB,0,alien
403,aligned,2,0,VBN,0,align
404,alive,8,0,JJ,0,aliv
405,all,558,0,DT,1,all
406,allbut,1,0,RB,0,allbut
407,alleviate,4,0,VB,0,allevi
408,alleviating,1,0,VBG,0,allevi
409,alleviation,2,0,NN,0,allevi
410,alliance,3,0,NN,0,allianc
411,alliances,1,0,NNS,0,allianc
412,allies,2,0,NN,0,alli
413,allocate,1,0,JJ,0,alloc
414,allow,15,0,VB,0,allow
415,allowed,17,0,VBN,0,allow
416,allows,4,0,VBZ,0,allow
417,alluded,1,0,VBN,0,allud
418,allusion,1,0,NN,0,allus
419,almighty,1,0,NN,0,almighti
420,almost,25,0,RB,0,almost
421,alms,1,0,NNS,0,alm
422,alone,30,0,RB,0,alon
423,along,26,0,IN,0,along
424,alongside,3,0,IN,0,alongsid
425,already,117,0,RB,0,alreadi
426,also,163,0,RB,0,also
427,altamirano,27,0,NNP,0,altamirano
428,altar,2,0,NN,0,altar
429,alter,4,0,VB,0,alter
430,alternative,6,0,NN,0,altern
431,alternatively,1,0,NNP,0,altern
432,alternatives,2,0,JJ,0,altern
433,although,20,0,IN,0,although
434,altruism,1,0,NN,0,altruism
435,aluminum,3,0,NN,0,aluminum
436,always,73,0,RB,0,alway
437,alwaysfor,2,0,VB,0,alwaysfor
438,am,98,0,VBP,1,am
439,amado,1,0,NNP,0,amado
440,amalia,1,0,NNP,0,amalia
441,amalias,1,0,NNP,0,amalia
442,amazed,1,0,VBN,0,amaz
443,ambassador,1,0,NNP,0,ambassador
444,ambassadorial,1,0,VBP,0,ambassadori
445,ambition,2,0,NN,0,ambit
446,ambulance,4,0,NN,0,ambul
447,ambushed,1,0,VBD,0,ambush
448,ambushes,1,0,NNS,0,ambush
449,amendment,1,0,NN,0,amend
450,america,11,0,NNP,0,america
451,american,31,0,JJ,0,american
452,amiable,1,0,JJ,0,amiabl
453,amidst,1,0,JJ,0,amidst
454,ammunition,11,0,NN,0,ammunit
455,amnesty,8,0,NNP,0,amnesti
456,among,60,0,IN,0,among
457,amor,7,0,NNP,0,amor
458,amount,5,0,NN,0,amount
459,amplified,1,0,VBN,0,amplifi
460,amuzgos,1,0,NNP,0,amuzgo
461,amy,1,0,NNP,0,ami
462,an,311,0,DT,1,an
463,ana,10,0,NNP,0,ana
464,analgesics,1,0,NN,0,analges
465,analysis,14,0,NN,0,analysi
466,analysts,1,0,NN,0,analyst
467,analyze,5,0,VB,0,analyz
468,analyzed,7,0,VBD,0,analyz
469,analyzing,5,0,VBG,0,analyz
470,anarchist,4,0,NNP,0,anarchist
471,anarchists,2,0,JJ,0,anarchist
472,ancestors,5,0,NNS,0,ancestor
473,ancestral,2,0,JJ,0,ancestr
474,ancient,5,0,JJ,0,ancient
475,and,4154,0,CC,1,and
476,andes,2,0,NNP,0,and
477,andh,1,0,NNP,0,andh
478,anecdote,2,0,NN,0,anecdot
479,anecdotes,3,0,NNS,0,anecdot
480,anesthesia,1,0,NN,0,anesthesia
481,anew,1,0,RB,0,anew
482,angel,8,0,NNP,0,angel
483,angeles,1,0,NNP,0,angel
484,anger,3,0,NN,0,anger
485,angered,2,0,VBN,0,anger
486,angle,1,0,NN,0,angl
487,angles,1,0,NNS,0,angl
488,angry,2,0,IN,0,angri
489,anguish,3,0,JJ,0,anguish
490,animal,1,0,JJ,0,anim
491,animals,7,0,NNS,0,anim
492,animate,1,0,VB,0,anim
493,animates,2,0,VBZ,0,anim
494,animosity,1,0,NN,0,animos
495,annihilate,7,0,VB,0,annihil
496,annihilated,1,0,JJ,0,annihil
497,annihilating,1,0,VBG,0,annihil
498,annihilation,3,0,NN,0,annihil
499,anniversary,2,0,JJ,0,anniversari
500,announce,2,0,RB,0,announc
501,announced,7,0,VBD,0,announc
502,announcement,2,0,NN,0,announc
503,announces,2,0,NNS,0,announc
504,annoyed,1,0,JJ,0,annoy
505,annul,1,0,VB,0,annul
506,annulled,3,0,VBN,0,annul
507,annulling,1,0,VBG,0,annul
508,anonymous,2,0,JJ,0,anonym
509,anos,1,0,NNP,0,ano
510,another,119,0,DT,0,anoth
511,answer,25,0,NN,0,answer
512,answered,16,0,VBN,0,answer
513,answering,1,0,VBG,0,answer
514,answers,11,0,NNS,0,answer
515,antechamber,2,0,NN,0,antechamb
516,anthem,3,0,NNP,0,anthem
517,anthropological,1,0,JJ,0,anthropolog
518,anthropologist,1,0,NN,0,anthropologist
519,anti,11,0,JJ,0,anti
520,anticipating,1,0,VBG,0,anticip
521,antiquated,1,0,VBD,0,antiqu
522,antonio,27,0,NNP,0,antonio
523,anvil,6,0,NN,0,anvil
524,anxieties,1,0,NNS,0,anxieti
525,anxiety,1,0,NN,0,anxieti
526,anxious,1,0,JJ,0,anxiou
527,anxiously,1,0,RB,0,anxious
528,any,186,0,DT,1,ani
529,anybody,3,0,NN,0,anybodi
530,anymore,5,0,RB,0,anymor
531,anyone,38,0,NN,0,anyon
532,anything,75,0,NN,0,anyth
533,anyway,8,0,NNP,0,anyway
534,anyways,1,0,RB,0,anyway
535,anywhere,5,0,RB,0,anywher
536,ap,1,0,NNP,0,ap
537,apaches,1,0,NNP,0,apach
538,apart,3,0,NN,0,apart
539,apartments,2,0,NNS,0,apart
540,apathy,1,0,JJ,0,apathi
541,apologies,1,0,NNS,0,apolog
542,apologist,1,0,NN,0,apologist
543,apologize,1,0,VB,0,apolog
544,apology,1,0,NN,0,apolog
545,aponte,1,0,NNP,0,apont
546,apparatus,3,0,NN,0,apparatu
547,apparently,1,0,RB,0,appar
548,appeal,1,0,VB,0,appeal
549,appear,8,0,VB,0,appear
550,appearance,1,0,NN,0,appear
551,appeared,9,0,VBD,0,appear
552,appearing,2,0,NNS,0,appear
553,appears,12,0,VBZ,0,appear
554,appetite,1,0,NN,0,appetit
555,applause,5,0,NN,0,applaus
556,application,4,0,NN,0,applic
557,applied,7,0,VBN,0,appli
558,apply,6,0,VB,0,appli
559,appoint,1,0,VB,0,appoint
560,appointed,5,0,VBN,0,appoint
561,appointing,1,0,VBG,0,appoint
562,appointment,2,0,NN,0,appoint
563,appre,1,0,RB,0,appr
564,appreciate,1,0,VB,0,appreci
565,appreciated,1,0,NN,0,appreci
566,approach,8,0,VB,0,approach
567,approached,2,0,VBN,0,approach
568,approaches,3,0,NNS,0,approach
569,approaching,4,0,VBG,0,approach
570,appropriate,7,0,JJ,0,appropri
571,appropriately,1,0,NN,0,appropri
572,approval,8,0,NN,0,approv
573,approve,3,0,VB,0,approv
574,approved,8,0,VBN,0,approv
575,approximately,5,0,RB,0,approxim
576,april,20,0,NNP,0,april
577,aptitudes,2,0,NNS,0,aptitud
578,ar,1,0,VB,0,ar
579,arbitrariness,3,0,NN,0,arbitrari
580,arbitrary,4,0,JJ,0,arbitrari
581,arbitrator,1,0,NN,0,arbitr
582,arch,1,0,VBP,0,arch
583,architects,1,0,NN,0,architect
584,are,1257,0,VBP,1,are
585,area,14,0,NN,0,area
586,areas,17,0,NNS,0,area
587,arelidh,1,0,NNP,0,arelidh
588,arena,1,0,NN,0,arena
589,arent,38,0,VBP,0,arent
590,argentina,1,0,NNP,0,argentina
591,argentinian,2,0,JJ,0,argentinian
592,argentinians,2,0,NNPS,0,argentinian
593,argue,3,0,VB,0,argu
594,argued,2,0,VBD,0,argu
595,argues,1,0,VBZ,0,argu
596,argument,3,0,NN,0,argument
597,argumentations,1,0,NNS,0,argument
598,aric,7,0,NNP,0,aric
599,arise,4,0,VB,0,aris
600,arizona,1,0,NNP,0,arizona
601,arm,7,0,NN,0,arm
602,armadas,1,0,NNP,0,armada
603,armament,1,0,NN,0,armament
604,armaments,1,0,VBZ,0,armament
605,armando,1,0,NNP,0,armando
606,armed,116,0,VBN,0,arm
607,armies,5,0,NNS,0,armi
608,armored,1,0,VBD,0,armor
609,armory,2,0,NN,0,armori
610,arms,121,0,NNS,0,arm
611,army,314,0,NNP,0,armi
612,armys,9,0,NNP,0,armi
613,arose,1,0,NN,0,aros
614,around,56,0,IN,0,around
615,arranged,1,0,VBN,0,arrang
616,arrangement,3,0,NN,0,arrang
617,arrested,2,0,VBD,0,arrest
618,arriaga,1,0,NNP,0,arriaga
619,arriba,1,0,NN,0,arriba
620,arrival,6,0,NN,0,arriv
621,arrive,17,0,VBP,0,arriv
622,arrived,37,0,VBD,0,arriv
623,arrives,5,0,VBZ,0,arriv
624,arriving,4,0,VBG,0,arriv
625,arrogance,5,0,NN,0,arrog
626,arrogant,4,0,JJ,0,arrog
627,arrows,1,0,NN,0,arrow
628,arsenal,2,0,NN,0,arsen
629,art,1,0,NN,0,art
630,arteaga,1,0,NNP,0,arteaga
631,article,54,0,NNP,0,articl
632,articles,5,0,NNS,0,articl
633,artillery,1,0,JJ,0,artilleri
634,artisan,1,0,JJ,0,artisan
635,artist,1,0,NN,0,artist
636,artists,3,0,NNS,0,artist
637,arturo,2,0,NNP,0,arturo
638,as,647,0,IN,1,as
639,asamblea,1,0,NNP,0,asamblea
640,ascendancy,1,0,NN,0,ascend
641,ascension,1,0,NN,0,ascens
642,asian,1,0,NNP,0,asian
643,asiatic,1,0,NNP,0,asiat
644,aside,11,0,RB,0,asid
645,ask,113,0,VB,0,ask
646,asked,62,0,VBD,0,ask
647,asking,32,0,VBG,0,ask
648,asks,21,0,VBZ,0,ask
649,asleep,2,0,JJ,0,asleep
650,asociaciones,1,0,NNP,0,asociacion
651,asociación,1,0,NNP,0,asociación
652,aspect,2,0,NN,0,aspect
653,aspects,6,0,NN,0,aspect
654,asphalt,3,0,NN,0,asphalt
655,asphyxiating,1,0,VBG,0,asphyxi
656,asphyxiation,2,0,IN,0,asphyxi
657,aspirants,2,0,NNS,0,aspir
658,aspirations,2,0,NNS,0,aspir
659,aspire,4,0,VB,0,aspir
660,aspires,2,0,VBZ,0,aspir
661,assassinate,4,0,VB,0,assassin
662,assassinated,4,0,VBD,0,assassin
663,assassination,6,0,NN,0,assassin
664,assassins,1,0,IN,0,assassin
665,assault,6,0,NN,0,assault
666,assaulted,1,0,VBD,0,assault
667,assaults,1,0,VBP,0,assault
668,assemblies,10,0,NNS,0,assembl
669,assembly,5,0,NN,0,assembl
670,assert,1,0,VB,0,assert
671,asserts,1,0,NNS,0,assert
672,assessment,1,0,NN,0,assess
673,assets,1,0,NN,0,asset
674,assholes,1,0,NNS,0,asshol
675,assiduously,1,0,RB,0,assidu
676,assignment,2,0,NN,0,assign
677,assistance,4,0,NN,0,assist
678,associated,1,0,VBN,0,associ
679,association,3,0,NNP,0,associ
680,associations,3,0,NN,0,associ
681,assume,10,0,VB,0,assum
682,assumed,5,0,VBD,0,assum
683,assurance,2,0,NN,0,assur
684,assurances,1,0,VBZ,0,assur
685,assured,3,0,VBD,0,assur
686,astute,1,0,NN,0,astut
687,at,331,0,IN,1,at
688,ate,1,0,VBP,0,ate
689,atheist,1,0,NN,0,atheist
690,atmosphere,2,0,NN,0,atmospher
691,attack,43,0,NN,0,attack
692,attacked,28,0,VBD,0,attack
693,attacking,5,0,VBG,0,attack
694,attacks,20,0,NNS,0,attack
695,attain,2,0,VB,0,attain
696,attains,1,0,VBZ,0,attain
697,attempt,6,0,NN,0,attempt
698,attempted,2,0,JJ,0,attempt
699,attempting,2,0,VBG,0,attempt
700,attempts,1,0,NNS,0,attempt
701,attend,11,0,VB,0,attend
702,attendance,2,0,NN,0,attend
703,attended,6,0,VBD,0,attend
704,attending,2,0,VBG,0,attend
705,attention,29,0,NN,0,attent
706,attentive,2,0,JJ,0,attent
707,attentively,5,0,NN,0,attent
708,attitude,6,0,NN,0,attitud
709,attitudes,4,0,NNS,0,attitud
710,attorney,6,0,NNP,0,attorney
711,attribute,1,0,VB,0,attribut
712,attributed,5,0,VBN,0,attribut
713,attributions,1,0,NNS,0,attribut
714,attrition,1,0,NN,0,attrit
715,audacity,1,0,NN,0,audac
716,audit,2,0,NN,0,audit
717,auditorium,1,0,NN,0,auditorium
718,august,9,0,NNP,0,august
719,authentic,11,0,JJ,0,authent
720,authenticity,1,0,NN,0,authent
721,author,1,0,NN,0,author
722,authoritarian,8,0,JJ,0,authoritarian
723,authoritarianism,2,0,NN,0,authoritarian
724,authorities,40,0,NNS,0,author
725,authority,28,0,NN,0,author
726,authorization,3,0,NN,0,author
727,authorized,2,0,VBD,0,author
728,automatically,1,0,RB,0,automat
729,autonomous,3,0,JJ,0,autonom
730,autonomously,2,0,RB,0,autonom
731,autonomy,22,0,NN,0,autonomi
732,autónoma,1,0,NNP,0,autónoma
733,auxiliary,1,0,NN,0,auxiliari
734,available,3,0,JJ,0,avail
735,avalanche,1,0,NN,0,avalanch
736,avendano,1,0,NNP,0,avendano
737,avenue,2,0,NNP,0,avenu
738,avenues,5,0,NNS,0,avenu
739,average,3,0,JJ,0,averag
740,averted,1,0,JJ,0,avert
741,avid,1,0,JJ,0,avid
742,avoid,9,0,VB,0,avoid
743,avoided,3,0,VBD,0,avoid
744,await,3,0,VBP,0,await
745,awaited,1,0,VBD,0,await
746,awake,2,0,JJ,0,awak
747,awaken,4,0,VB,0,awaken
748,awakener,1,0,NNP,0,awaken
749,aware,3,0,VBP,0,awar
750,away,47,0,RB,0,away
751,ax,1,0,NN,0,ax
752,ayala,5,0,NNP,0,ayala
753,azteca,1,0,NNP,0,azteca
754,b,15,0,NNP,0,b
755,back,41,0,RB,0,back
756,backed,1,0,VBN,0,back
757,background,1,0,NN,0,background
758,backless,1,0,NN,0,backless
759,backpack,2,0,NN,0,backpack
760,backpacks,1,0,NNS,0,backpack
